text,emotion
The meeting is scheduled at 3 PM. I still can't believe it.,neutral
I wish I could take back my words. I couldn't believe it.,shame
I'm afraid of what might happen next. It really happened.,fear
I can't stand people who lie. It was unexpected.,disgust
I can't stand people who lie. No way!,disgust
The weather is moderate and cloudy. I'm telling the truth.,neutral
The thought of losing my job terrifies me. It left me stunned.,fear
I feel embarrassed about what I did. I still can't believe it.,shame
You threw me a party? I'm shocked! It's real.,surprise
That food smelled terrible.!,disgust
I miss my family so much. It left me stunned.,sadness
She wore a red dress to the event. I'm telling the truth.,neutral
I wish I could take back my words. Seriously.,shame
That’s the most disgusting thing ever. I'm still processing it.,disgust
I wish I could take back my words. I couldn't believe it.,shame
What if I fail the exam tomorrow? No way!,fear
You threw me a party? I'm shocked! It was unexpected.,surprise
Laughing with friends is the best feeling.!,joy
I miss my family so much. It was unexpected.,sadness
I'm furious about how they treated me.!,anger
Everyone was watching when I slipped. No way!,shame
I feel so ashamed of myself. It really happened.,shame
I'm so proud of my accomplishments. I'm speechless.,joy
I feel embarrassed about what I did. Seriously.,shame
This situation makes me sick. I'm still processing it.,disgust
What a beautiful sunny day! This just happened.,joy
I'm mad at myself for forgetting that. That really hit me.,anger
My best friend moved away. Can you believe it?,sadness
"Wow, I didn’t expect that at all! I'm not joking.",surprise
Today has been really hard for me..,sadness
The meeting is scheduled at 3 PM. I'm still processing it.,neutral
The thought of losing my job terrifies me. Honestly.,fear
I can't breathe when I'm anxious. I couldn't believe it.,fear
What if I fail the exam tomorrow?!,fear
The meeting is scheduled at 3 PM. I couldn't believe it.,neutral
This surprise party is amazing! I still can't believe it.,joy
I can't breathe when I'm anxious. I'm still processing it.,fear
I'm mad at myself for forgetting that. I feel overwhelmed.,anger
That's unbelievable news! Can you believe it?,surprise
I'm so proud of my accomplishments. I'm still processing it.,joy
Why do people always interrupt me? I'm still processing it.,anger
I can't breathe when I'm anxious. I still can't believe it.,fear
I'm furious about how they treated me. I still can't believe it.,anger
I had cereal for breakfast today. Honestly.,neutral
What a beautiful sunny day! Can you believe it?,joy
That's unbelievable news! It left me stunned.,surprise
That’s the most disgusting thing ever. Seriously.,disgust
Today has been really hard for me. No way!,sadness
You threw me a party? I'm shocked! It really happened.,surprise
I just want to be alone and cry.!,sadness
That’s the most disgusting thing ever. That really hit me.,disgust
The meeting is scheduled at 3 PM. I'm speechless.,neutral
This is so frustrating and annoying! I still can't believe it.,anger
The weather is moderate and cloudy. That really hit me.,neutral
I'm really scared of the dark. I couldn't believe it.,fear
I'm afraid of what might happen next. I still can't believe it.,fear
"Wow, I didn’t expect that at all! It left me stunned.",surprise
That’s the most disgusting thing ever. No way!,disgust
You threw me a party? I'm shocked! I couldn't believe it.,surprise
What if I fail the exam tomorrow? Seriously.,fear
That’s the most disgusting thing ever. It's real.,disgust
I'm really scared of the dark. Honestly.,fear
I just got a promotion at work! I'm not joking.,joy
She wore a red dress to the event. This just happened.,neutral
Why do people always interrupt me? It's real.,anger
I feel embarrassed about what I did. It really happened.,shame
I’m just reading a book now. Seriously.,neutral
Laughing with friends is the best feeling. I'm not joking.,joy
The weather is moderate and cloudy. It was unexpected.,neutral
This gift is such a wonderful surprise. That really hit me.,surprise
I'm afraid of what might happen next. Honestly.,fear
I miss my family so much. I'm not joking.,sadness
This is so frustrating and annoying!.,anger
I’m just reading a book now.,neutral
I had no idea you were coming! It's real.,surprise
I can't breathe when I'm anxious. Can you believe it?,fear
I feel embarrassed about what I did. It really happened.,shame
Today has been really hard for me. This just happened.,sadness
I just want to be alone and cry. I couldn't believe it.,sadness
I miss my family so much. I feel overwhelmed.,sadness
I'm furious about how they treated me. This just happened.,anger
What a beautiful sunny day! I'm telling the truth.,joy
This is so frustrating and annoying! I couldn't believe it.,anger
"Wow, I didn’t expect that at all! I'm not joking.",surprise
Everyone was watching when I slipped. That really hit me.,shame
Why do people always interrupt me? I still can't believe it.,anger
I had cereal for breakfast today. I feel overwhelmed.,neutral
That food smelled terrible. I still can't believe it.,disgust
The weather is moderate and cloudy..,neutral
You threw me a party? I'm shocked! Honestly.,surprise
I'm really scared of the dark. Honestly.,fear
Why do people always interrupt me? No way!,anger
"Wow, I didn’t expect that at all!!",surprise
What if I fail the exam tomorrow? I'm telling the truth.,fear
Why do people always interrupt me? Can you believe it?,anger
I wish I could take back my words..,shame
You threw me a party? I'm shocked! No way!,surprise
Nothing seems to cheer me up lately. Can you believe it?,sadness
I'm afraid of what might happen next. Honestly.,fear
This gift is such a wonderful surprise. This just happened.,surprise
That was completely unfair and wrong. Can you believe it?,anger
That’s the most disgusting thing ever. I couldn't believe it.,disgust
I feel embarrassed about what I did..,shame
Nothing seems to cheer me up lately. This just happened.,sadness
The thought of losing my job terrifies me. It really happened.,fear
My best friend moved away.,sadness
This gift is such a wonderful surprise. I feel overwhelmed.,surprise
I'm mad at myself for forgetting that. Can you believe it?,anger
That was completely unfair and wrong. It left me stunned.,anger
This surprise party is amazing! Can you believe it?,joy
That was completely unfair and wrong. No way!,anger
I had cereal for breakfast today. I'm not joking.,neutral
That was completely unfair and wrong. It left me stunned.,anger
This is so frustrating and annoying! I'm speechless.,anger
The thought of losing my job terrifies me. I feel overwhelmed.,fear
That food smelled terrible..,disgust
The thought of losing my job terrifies me. I'm telling the truth.,fear
That was completely unfair and wrong. Seriously.,anger
I had cereal for breakfast today. It's real.,neutral
I'm furious about how they treated me. Honestly.,anger
I can't stand people who lie. I couldn't believe it.,disgust
What a beautiful sunny day! That really hit me.,joy
I feel so ashamed of myself. It left me stunned.,shame
I'm mad at myself for forgetting that. No way!,anger
This gift is such a wonderful surprise. This just happened.,surprise
That’s the most disgusting thing ever. I'm telling the truth.,disgust
That’s the most disgusting thing ever. It left me stunned.,disgust
This is so frustrating and annoying!,anger
"Wow, I didn’t expect that at all! I feel overwhelmed.",surprise
What if I fail the exam tomorrow? I'm still processing it.,fear
The weather is moderate and cloudy. Honestly.,neutral
The weather is moderate and cloudy. I feel overwhelmed.,neutral
I'm mad at myself for forgetting that. Can you believe it?,anger
I'm so proud of my accomplishments. Seriously.,joy
This is so frustrating and annoying! That really hit me.,anger
My best friend moved away..,sadness
I’m just reading a book now. Honestly.,neutral
I'm so proud of my accomplishments. It's real.,joy
I'm so proud of my accomplishments. I couldn't believe it.,joy
The sight of that was revolting. No way!,disgust
I'm afraid of what might happen next. This just happened.,fear
I'm mad at myself for forgetting that. I'm telling the truth.,anger
I miss my family so much. I'm telling the truth.,sadness
I’m just reading a book now. Honestly.,neutral
I just got a promotion at work! I'm speechless.,joy
That was completely unfair and wrong.!,anger
Everyone was watching when I slipped..,shame
Why do people always interrupt me? That really hit me.,anger
The weather is moderate and cloudy. Can you believe it?,neutral
I wish I could take back my words. No way!,shame
The thought of losing my job terrifies me. No way!,fear
That's unbelievable news! I couldn't believe it.,surprise
I'm so proud of my accomplishments. I'm speechless.,joy
I'm so proud of my accomplishments.!,joy
The thought of losing my job terrifies me.!,fear
That’s the most disgusting thing ever. It was unexpected.,disgust
The thought of losing my job terrifies me. It's real.,fear
What a beautiful sunny day! No way!,joy
What if I fail the exam tomorrow? I'm still processing it.,fear
What if I fail the exam tomorrow? No way!,fear
Everyone was watching when I slipped. Seriously.,shame
